timestamp,cpu_usage,memory_usage,disk_usage,disk_io,network_in,network_out,response_time,request_count,error_rate,active_users,service_name,region,deployment_version,day_of_week,hour,anomaly_type,is_anomaly,day,month,system_load,network_traffic
2026-07-10 04:05:00,59.3,55.5,69.7,67.5,32.0,26.0,150,1332,0.007,560,auth-api,us-east,v1.2.4,Friday,4.0,none,0,10.0,7.0,61.5,58.0
2026-07-10 04:10:00,63.0,59.5,69.9,82.1,27.4,27.6,143,1803,0.012,561,auth-api,eu-central,v1.2.5,Friday,4.0,none,0,10.0,7.0,64.13333333333334,55.0
2026-07-10 04:15:00,56.4,62.2,69.6,69.4,34.4,21.3,155,1692,0.013,589,inventory-db,us-west,v1.2.4,Friday,4.0,none,0,10.0,7.0,62.73333333333333,55.7
2026-07-10 04:20:00,60.9,60.9,70.0,67.0,28.7,23.3,162,1872,0.016,590,payment-service,us-east,v1.3.0-rc1,Friday,4.0,none,0,10.0,7.0,63.93333333333334,52.0
2026-07-10 04:25:00,60.8,60.8,69.9,74.8,31.8,21.7,175,1363,0.005,562,frontend-web,ap-southeast,v1.2.5,Friday,4.0,none,0,10.0,7.0,63.833333333333336,53.5
2026-07-10 04:30:00,52.9,58.8,70.0,52.6,33.3,26.3,157,1557,0.008,554,frontend-web,us-east,v1.2.5,Friday,4.0,none,0,10.0,7.0,60.56666666666666,59.599999999999994
2026-07-10 04:35:00,56.5,57.6,69.7,64.8,35.4,24.4,161,2012,0.022,609,frontend-web,us-east,v1.2.5,Friday,4.0,none,0,10.0,7.0,61.26666666666667,59.8
2026-07-10 04:40:00,56.0,55.8,69.9,91.1,32.4,24.0,138,1270,0.003,572,auth-api,ap-southeast,v1.2.4,Friday,4.0,none,0,10.0,7.0,60.56666666666666,56.4
2026-07-10 04:45:00,54.4,54.5,71.1,73.2,31.8,26.7,134,1392,0.004,583,payment-service,us-west,v1.3.0-rc1,Friday,4.0,none,0,10.0,7.0,60.0,58.5
2026-07-10 04:50:00,58.3,57.7,69.4,75.6,34.4,23.9,136,1937,0.0,569,payment-service,eu-central,v1.2.5,Friday,4.0,none,0,10.0,7.0,61.800000000000004,58.3
2026-07-10 04:55:00,59.3,59.5,70.9,85.2,30.9,22.4,149,1668,0.002,581,frontend-web,us-east,v1.2.4,Friday,4.0,none,0,10.0,7.0,63.23333333333333,53.3
2026-07-10 05:00:00,58.3,58.7,70.1,71.1,34.0,26.6,175,1274,0.004,606,auth-api,eu-central,v1.2.5,Friday,5.0,none,0,10.0,7.0,62.36666666666667,60.6
2026-07-10 05:05:00,67.0,57.5,70.1,74.5,33.6,30.5,146,1690,0.014,638,payment-service,us-west,v1.2.4,Friday,5.0,none,0,10.0,7.0,64.86666666666666,64.1
2026-07-10 05:10:00,68.0,60.9,69.8,85.0,37.8,26.7,146,2108,0.011,629,frontend-web,us-west,v1.3.0-rc1,Friday,5.0,none,0,10.0,7.0,66.23333333333333,64.5
2026-07-10 05:15:00,53.6,58.5,70.7,78.3,35.2,28.2,184,1535,0.003,577,auth-api,us-east,v1.2.4,Friday,5.0,none,0,10.0,7.0,60.93333333333334,63.400000000000006
2026-07-10 05:20:00,64.3,59.8,70.3,68.5,38.2,31.7,166,1260,0.016,574,auth-api,ap-southeast,v1.3.0-rc1,Friday,5.0,none,0,10.0,7.0,64.8,69.9
2026-07-10 05:25:00,59.9,62.4,70.2,79.4,36.9,25.6,150,2252,0.006,651,frontend-web,us-west,v1.2.4,Friday,5.0,none,0,10.0,7.0,64.16666666666667,62.5
2026-07-10 05:30:00,56.3,57.7,70.2,78.0,34.1,24.0,151,1535,0.006,598,frontend-web,eu-central,v1.3.0-rc1,Friday,5.0,none,0,10.0,7.0,61.4,58.1
2026-07-10 05:35:00,60.7,60.0,69.5,85.3,33.9,24.2,162,1202,0.007,546,inventory-db,eu-central,v1.2.4,Friday,5.0,none,0,10.0,7.0,63.4,58.099999999999994
2026-07-10 05:40:00,52.9,58.7,69.7,82.4,36.2,27.1,172,2017,0.018,634,frontend-web,eu-central,v1.2.5,Friday,5.0,none,0,10.0,7.0,60.43333333333334,63.300000000000004
2026-07-10 05:40:00,54.0,58.7,69.7,82.4,36.2,27.1,172,2017,0.018,634,frontend-web,eu-central,v1.2.5,Friday,5.0,none,0,10.0,7.0,60.800000000000004,63.300000000000004
2026-07-10 05:45:00,66.6,59.6,70.2,80.8,33.3,27.0,164,1180,0.003,584,auth-api,ap-southeast,v1.2.5,Friday,5.0,none,0,10.0,7.0,65.46666666666665,60.3
2026-07-10 05:55:00,60.0,57.4,70.6,98.6,31.0,25.7,154,1522,0.006,630,inventory-db,eu-central,v1.2.4,Friday,5.0,none,0,10.0,7.0,62.666666666666664,56.7
2026-07-10 06:00:00,63.5,63.0,70.6,73.8,38.8,28.8,189,1508,0.018,582,auth-api,us-east,v1.2.4,Friday,6.0,none,0,10.0,7.0,65.7,67.6
2026-07-10 06:10:00,58.9,60.9,70.0,82.8,35.5,24.8,178,1909,0.0,585,auth-api,us-east,v1.3.0-rc1,Friday,6.0,none,0,10.0,7.0,63.26666666666667,60.3
2026-07-10 06:15:00,54.5,59.5,70.4,71.7,40.8,26.7,156,1600,0.012,597,payment-service,us-west,v1.2.5,Friday,6.0,none,0,10.0,7.0,61.46666666666667,67.5
2026-07-10 06:20:00,58.7,57.0,71.0,77.2,35.6,27.7,185,2112,0.02,641,frontend-web,ap-southeast,v1.3.0-rc1,Friday,6.0,none,0,10.0,7.0,62.23333333333333,63.3
2026-07-10 06:25:00,54.0,60.8,69.1,69.8,33.9,27.2,166,1344,0.002,586,inventory-db,us-west,v1.2.4,Friday,6.0,none,0,10.0,7.0,61.29999999999999,61.099999999999994
2026-07-10 06:30:00,56.3,57.5,70.1,68.1,37.3,24.9,175,1759,0.003,578,inventory-db,us-east,v1.3.0-rc1,Friday,6.0,none,0,10.0,7.0,61.29999999999999,62.199999999999996
2026-07-10 06:35:00,57.7,62.3,70.0,84.4,31.4,28.2,145,1330,0.013,557,auth-api,eu-central,v1.2.5,Friday,6.0,none,0,10.0,7.0,63.333333333333336,59.599999999999994
2026-07-10 06:40:00,64.2,60.5,69.9,86.2,37.5,26.7,155,1781,0.004,633,frontend-web,ap-southeast,v1.3.0-rc1,Friday,6.0,none,0,10.0,7.0,64.86666666666667,64.2
2026-07-10 06:45:00,64.6,59.1,70.2,74.9,33.5,29.0,130,1301,0.013,626,inventory-db,ap-southeast,v1.2.4,Friday,6.0,none,0,10.0,7.0,64.63333333333333,62.5
2026-07-10 06:50:00,63.7,61.5,70.5,74.3,31.5,27.5,164,1854,0.003,601,auth-api,us-west,v1.2.5,Friday,6.0,none,0,10.0,7.0,65.23333333333333,59.0
2026-07-10 07:00:00,57.5,59.7,70.7,79.8,33.3,29.0,157,2206,0.015,633,payment-service,eu-central,v1.2.5,Friday,7.0,none,0,10.0,7.0,62.63333333333333,62.3
2026-07-10 07:10:00,55.2,999.9,70.0,88.4,33.1,26.5,166,1472,0.006,565,frontend-web,ap-southeast,v1.2.4,Friday,7.0,none,0,10.0,7.0,375.0333333333333,59.6
2026-07-10 07:15:00,65.1,60.0,70.9,72.5,31.1,26.6,178,1135,0.001,554,inventory-db,ap-southeast,v1.2.5,Friday,7.0,none,0,10.0,7.0,65.33333333333333,57.7
2026-07-10 07:25:00,60.7,59.6,70.2,95.3,33.7,27.6,196,1345,0.044,655,inventory-db,us-east,v1.3.0-rc1,Friday,7.0,none,0,10.0,7.0,63.5,61.300000000000004
2026-07-10 07:30:00,61.25,58.8,69.1,83.9,32.0,23.8,143,1424,0.004,559,frontend-web,us-west,v1.2.5,Friday,7.0,none,0,10.0,7.0,63.04999999999999,55.8
2026-07-10 07:35:00,61.8,60.1,70.7,59.5,37.3,29.8,158,1512,0.0,568,frontend-web,eu-central,v1.2.4,Friday,7.0,none,0,10.0,7.0,64.2,67.1
2026-07-10 07:40:00,53.2,60.5,70.6,84.9,34.7,24.9,170,1577,0.007,600,inventory-db,us-west,v1.2.5,Friday,7.0,none,0,10.0,7.0,61.43333333333334,59.6
2026-07-10 07:50:00,60.3,60.2,70.6,90.3,36.3,25.2,140,1234,0.0,576,inventory-db,us-west,v1.2.4,Friday,7.0,none,0,10.0,7.0,63.699999999999996,61.5
2026-07-10 07:55:00,57.3,60.2,69.9,78.7,32.7,26.4,165,1567,0.024,573,payment-service,ap-southeast,v1.3.0-rc1,Friday,7.0,none,0,10.0,7.0,62.46666666666667,59.1
2026-07-10 08:00:00,56.5,58.9,70.3,84.4,31.0,23.0,156,1641,0.008,581,payment-service,us-west,v1.3.0-rc1,Friday,8.0,none,0,10.0,7.0,61.9,54.0
2026-07-10 08:05:00,62.3,60.8,70.4,79.7,33.8,26.3,163,1169,0.007,572,payment-service,us-east,v1.2.4,Friday,8.0,none,0,10.0,7.0,64.5,60.099999999999994
2026-07-10 08:10:00,53.9,58.1,69.9,81.6,31.8,25.8,172,1597,0.025,543,payment-service,us-west,v1.2.5,Friday,8.0,none,0,10.0,7.0,60.63333333333333,57.6
2026-07-10 08:15:00,54.3,57.1,70.3,87.9,31.6,28.1,161,1822,0.019,571,auth-api,us-east,v1.2.4,Friday,8.0,none,0,10.0,7.0,60.56666666666666,59.7
2026-07-10 08:20:00,56.7,60.7,70.4,85.1,28.8,29.4,122,2112,0.007,616,inventory-db,eu-central,v1.2.5,Friday,8.0,none,0,10.0,7.0,62.6,58.2
2026-07-10 08:25:00,58.9,60.7,70.1,67.9,29.7,23.2,152,1159,0.018,579,inventory-db,us-east,v1.2.5,Friday,8.0,none,0,10.0,7.0,63.23333333333333,52.9
2026-07-10 08:30:00,57.9,60.2,69.6,94.8,27.3,26.9,141,1783,0.019,552,auth-api,ap-southeast,v1.2.5,Friday,8.0,none,0,10.0,7.0,62.56666666666666,54.2
2026-07-10 08:35:00,55.3,999.9,70.2,76.6,30.3,22.8,139,1690,0.003,535,payment-service,eu-central,v1.2.5,Friday,8.0,none,0,10.0,7.0,375.1333333333334,53.1
2026-07-10 08:40:00,56.1,57.8,70.1,74.5,34.1,23.4,166,1453,0.014,575,frontend-web,ap-southeast,v1.2.5,Friday,8.0,none,0,10.0,7.0,61.333333333333336,57.5
2026-07-10 08:45:00,59.3,59.3,69.8,62.3,29.5,21.9,127,1848,0.002,602,inventory-db,eu-central,v1.2.5,Friday,8.0,none,0,10.0,7.0,62.79999999999999,51.4
2026-07-10 08:50:00,59.6,58.3,70.5,66.2,37.0,25.0,162,1921,0.0,571,payment-service,us-east,v1.2.4,Friday,8.0,none,0,10.0,7.0,62.800000000000004,62.0
2026-07-10 08:55:00,60.5,60.3,69.2,78.2,35.5,24.0,176,1922,0.002,562,inventory-db,us-east,v1.2.5,Friday,8.0,none,0,10.0,7.0,63.333333333333336,59.5
2026-07-10 09:00:00,52.7,57.5,70.7,80.3,29.8,24.2,137,1306,0.005,524,payment-service,us-east,v1.2.5,Friday,9.0,none,0,10.0,7.0,60.300000000000004,54.0
2026-07-10 09:05:00,53.2,58.2,71.1,53.5,32.1,25.6,157,1443,0.015,537,auth-api,us-west,v1.2.5,Friday,9.0,none,0,10.0,7.0,60.833333333333336,57.7
2026-07-10 09:10:00,63.9,56.0,70.3,68.1,33.0,23.7,139,1034,0.007,495,payment-service,us-west,v1.2.5,Friday,9.0,none,0,10.0,7.0,63.4,56.7
2026-07-10 09:15:00,52.3,58.2,70.2,74.0,35.0,25.5,158,1373,0.004,569,payment-service,us-east,v1.2.4,Friday,9.0,none,0,10.0,7.0,60.23333333333333,60.5
2026-07-10 09:20:00,56.6,56.5,71.0,59.5,25.7,25.8,140,1533,0.014,618,auth-api,ap-southeast,v1.2.4,Friday,9.0,none,0,10.0,7.0,61.36666666666667,51.5
2026-07-10 09:25:00,58.4,57.1,69.7,67.1,30.4,21.7,196,1343,0.014,576,inventory-db,us-east,v1.2.5,Friday,9.0,none,0,10.0,7.0,61.73333333333333,52.099999999999994
2026-07-10 09:30:00,47.9,58.1,70.9,51.9,30.2,20.5,158,1797,0.017,556,inventory-db,us-west,v1.3.0-rc1,Friday,9.0,none,0,10.0,7.0,58.96666666666667,50.7
2026-07-10 09:35:00,53.2,58.4,70.8,67.6,31.5,26.7,145,1776,0.019,543,payment-service,us-west,v1.2.5,Friday,9.0,none,0,10.0,7.0,60.79999999999999,58.2
2026-07-10 09:40:00,56.5,57.5,70.0,53.4,25.3,20.4,136,1638,0.01,544,auth-api,ap-southeast,v1.2.4,Friday,9.0,none,0,10.0,7.0,61.333333333333336,45.7
2026-07-10 09:45:00,55.6,56.4,70.5,82.5,28.9,23.6,143,1666,0.014,535,frontend-web,ap-southeast,v1.2.4,Friday,9.0,none,0,10.0,7.0,60.833333333333336,52.5
2026-07-10 09:50:00,54.9,63.5,70.4,86.5,35.5,26.1,170,1930,0.011,580,frontend-web,us-east,v1.2.5,Friday,9.0,none,0,10.0,7.0,62.93333333333334,61.6
2026-07-10 09:55:00,50.2,63.9,69.9,76.0,32.2,22.0,151,1688,0.027,551,auth-api,us-west,v1.2.5,Friday,9.0,none,0,10.0,7.0,61.333333333333336,54.2
2026-07-10 10:00:00,55.6,58.7,70.8,68.7,31.9,22.1,124,1768,0.007,531,payment-service,eu-central,v1.2.4,Friday,10.0,none,0,10.0,7.0,61.70000000000001,54.0
2026-07-10 10:05:00,52.2,58.2,70.0,62.4,29.1,18.1,133,1511,0.003,528,inventory-db,us-west,v1.2.4,Friday,10.0,none,0,10.0,7.0,60.13333333333333,47.2
2026-07-10 10:10:00,48.0,54.1,70.0,65.6,28.3,22.1,146,1568,0.021,513,payment-service,us-west,v1.3.0-rc1,Friday,10.0,none,0,10.0,7.0,57.36666666666667,50.400000000000006
2026-07-10 10:15:00,57.4,57.6,70.5,64.1,29.3,19.1,137,1611,0.009,545,frontend-web,us-east,v1.2.4,Friday,10.0,none,0,10.0,7.0,61.833333333333336,48.400000000000006
2026-07-10 10:20:00,56.9,60.0,69.7,66.8,26.6,20.9,147,1196,0.002,480,auth-api,eu-central,v1.3.0-rc1,Friday,10.0,none,0,10.0,7.0,62.20000000000001,47.5
2026-07-10 10:25:00,51.3,54.9,70.1,68.2,31.5,21.1,135,1512,0.019,528,auth-api,eu-central,v1.2.5,Friday,10.0,none,0,10.0,7.0,58.76666666666666,52.6
2026-07-10 10:30:00,47.6,55.9,71.0,74.0,28.7,17.8,142,1183,0.004,518,frontend-web,us-west,v1.3.0-rc1,Friday,10.0,none,0,10.0,7.0,58.166666666666664,46.5
2026-07-10 10:35:00,56.9,59.8,70.6,63.4,31.0,22.3,149,1518,0.032,529,auth-api,us-east,v1.2.4,Friday,10.0,none,0,10.0,7.0,62.43333333333333,53.3
2026-07-10 10:40:00,55.0,60.3,70.3,67.8,24.2,23.9,137,1105,0.017,484,inventory-db,eu-central,v1.3.0-rc1,Friday,10.0,none,0,10.0,7.0,61.86666666666667,48.099999999999994
2026-07-10 10:45:00,53.1,999.9,71.5,65.2,27.5,17.2,158,1149,0.005,529,inventory-db,ap-southeast,v1.2.4,Friday,10.0,none,0,10.0,7.0,374.8333333333333,44.7
2026-07-10 10:50:00,54.3,61.9,69.9,68.2,20.9,23.6,151,1246,0.005,529,inventory-db,us-east,v1.2.5,Friday,10.0,none,0,10.0,7.0,62.03333333333333,44.5
2026-07-10 10:55:00,53.1,59.5,70.5,63.6,23.2,23.0,120,1765,0.002,509,payment-service,us-west,v1.2.4,Friday,10.0,none,0,10.0,7.0,61.03333333333333,46.2
2026-07-10 11:00:00,51.7,59.0,70.5,52.1,27.0,18.5,149,1453,0.01,461,inventory-db,ap-southeast,v1.3.0-rc1,Friday,11.0,none,0,10.0,7.0,60.4,45.5
2026-07-10 11:05:00,53.7,52.9,70.0,53.5,26.6,18.5,119,1221,-1.0,412,inventory-db,us-east,v1.2.5,Friday,11.0,none,0,10.0,7.0,58.86666666666667,45.1
2026-07-10 11:10:00,46.6,56.8,70.5,76.5,23.6,18.7,110,1412,0.024,476,frontend-web,us-east,v1.2.5,Friday,11.0,none,0,10.0,7.0,57.96666666666667,42.3
2026-07-10 11:15:00,55.5,53.3,69.9,53.4,28.4,16.3,131,1155,0.019,424,payment-service,eu-central,v1.2.5,Friday,11.0,none,0,10.0,7.0,59.56666666666666,44.7
2026-07-10 11:20:00,46.4,58.0,71.0,61.2,18.6,24.3,123,1173,0.004,532,auth-api,eu-central,v1.2.5,Friday,11.0,none,0,10.0,7.0,58.46666666666667,42.900000000000006
2026-07-10 11:25:00,43.6,57.8,70.4,64.3,25.5,18.1,125,1374,0.01,474,auth-api,eu-central,v1.2.5,Friday,11.0,none,0,10.0,7.0,57.26666666666667,43.6
2026-07-10 11:30:00,46.1,999.9,69.5,55.5,18.7,21.6,127,1114,0.001,419,auth-api,us-east,v1.2.5,Friday,11.0,none,0,10.0,7.0,371.8333333333333,40.3
2026-07-10 11:35:00,50.4,55.0,70.5,52.6,25.5,20.2,121,1078,0.006,465,inventory-db,eu-central,v1.2.5,Friday,11.0,none,0,10.0,7.0,58.63333333333333,45.7
2026-07-10 11:40:00,48.5,56.9,70.1,67.1,25.1,18.2,131,1249,0.019,440,auth-api,eu-central,v1.3.0-rc1,Friday,11.0,none,0,10.0,7.0,58.5,43.3
2026-07-10 11:50:00,42.3,54.4,70.3,65.1,23.1,16.8,124,1334,0.004,459,payment-service,us-west,v1.2.4,Friday,11.0,none,0,10.0,7.0,55.666666666666664,39.900000000000006
2026-07-10 11:55:00,44.4,54.2,71.3,59.6,24.8,15.9,121,1121,0.001,462,auth-api,us-west,v1.3.0-rc1,Friday,11.0,none,0,10.0,7.0,56.633333333333326,40.7
2026-07-10 12:00:00,50.6,56.2,69.8,52.9,21.7,18.8,138,920,0.005,448,frontend-web,ap-southeast,v1.2.5,Friday,12.0,none,0,10.0,7.0,58.866666666666674,40.5
2026-07-10 12:05:00,44.6,53.4,70.4,54.8,23.4,12.6,141,1201,0.018,376,auth-api,ap-southeast,v1.2.4,Friday,12.0,none,0,10.0,7.0,56.13333333333333,36.0
2026-07-10 12:10:00,43.6,999.9,71.5,28.6,16.2,15.0,83,901,0.003,395,inventory-db,ap-southeast,v1.2.4,Friday,12.0,none,0,10.0,7.0,371.6666666666667,31.2
2026-07-10 12:15:00,44.3,53.5,70.5,49.2,20.3,17.2,133,855,0.003,344,auth-api,ap-southeast,v1.3.0-rc1,Friday,12.0,none,0,10.0,7.0,56.1,37.5
